Source IP,Destination IP,Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s,Label
172.16.0.1,192.168.10.50,47,1,1,170212.77,42553.19,1
192.168.10.3,192.168.10.1,24324,1,1,7358.987,82.22332,0
172.16.0.1,192.168.10.50,61,1,1,98360.66,32786.887,1
172.16.0.1,192.168.10.50,42,1,1,190476.19,47619.047,1
172.16.0.1,192.168.10.50,18,1,1,333333.34,111111.11,1
192.168.10.17,192.168.10.3,24398,2,2,8853.185,163.94786,0
172.16.0.1,192.168.10.50,52,1,1,153846.16,38461.54,1
172.16.0.1,192.168.10.50,11,1,1,727272.75,181818.19,1
172.16.0.1,192.168.10.50,122,1,1,65573.77,16393.443,1
172.16.0.1,192.168.10.50,32,1,1,187500.0,62500.0,1
172.16.0.1,192.168.10.50,57,1,1,105263.16,35087.72,1
192.168.10.3,192.168.10.1,94671,1,1,2820.2935,21.125793,0
172.16.0.1,192.168.10.50,12,1,1,500000.0,166666.67,1
172.16.0.1,192.168.10.50,52,1,1,153846.16,38461.54,1
172.16.0.1,192.168.10.50,50,1,1,160000.0,40000.0,1
192.168.10.9,173.241.254.199,117168581,23,21,50.849808,0.3755273,0
172.16.0.1,192.168.10.50,69,1,1,115942.03,28985.508,1
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
172.16.0.1,192.168.10.50,17,1,1,470588.25,117647.06,1
192.168.10.15,192.168.10.3,46822,4,2,7176.114,128.14488,0
172.16.0.1,192.168.10.50,42,1,1,142857.14,47619.047,1
192.168.10.3,192.168.10.1,239899,1,1,662.77893,8.336842,0
192.168.10.3,192.168.10.1,101437,1,1,2050.534,19.716671,0
172.16.0.1,192.168.10.50,45,1,1,133333.33,44444.445,1
192.168.10.9,192.168.10.3,236,2,2,1.4152542e+06,16949.152,0
172.16.0.1,192.168.10.50,83,1,1,96385.54,24096.385,1
192.168.10.16,37.209.240.1,49,2,0,0.0,40816.33,0
172.16.0.1,192.168.10.50,49,1,1,163265.31,40816.33,1
192.168.10.3,192.168.10.1,30836,1,1,6583.2144,64.85925,0
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
192.168.10.16,52.72.181.178,3,2,0,4e+06,666666.7,0
192.168.10.16,178.255.83.1,312,2,0,0.0,6410.2563,0
192.168.10.16,192.168.10.3,59904,2,2,4540.598,66.773506,0
172.217.11.33,192.168.10.19,55,1,1,0.0,36363.637,0
192.168.10.3,192.168.10.1,30810,1,1,4706.264,64.91399,0
192.168.10.3,192.168.10.1,71145,1,1,2108.37,28.111603,0
172.16.0.1,192.168.10.50,57,1,1,140350.88,35087.72,1
172.16.0.1,192.168.10.50,93,1,1,64516.13,21505.377,1
192.168.10.5,192.168.10.3,41224,4,2,7616.9224,145.54628,0
192.168.10.3,192.168.10.1,49148,1,1,3499.6338,40.693417,0
172.16.0.1,192.168.10.50,46,1,1,130434.78,43478.26,1
192.168.10.14,192.168.10.3,282614,4,2,997.82745,21.230371,0
172.16.0.1,192.168.10.50,20,1,1,300000.0,100000.0,1
172.16.0.1,192.168.10.50,98,1,1,61224.49,20408.164,1
192.168.10.25,104.31.91.87,481,3,0,37422.04,6237.0063,0
172.16.0.1,192.168.10.50,49,1,1,163265.31,40816.33,1
192.168.10.14,192.168.10.3,163792,4,2,2344.4368,36.631824,0
192.168.10.5,23.21.41.78,3044880,5,5,155.99957,3.2842016,0
192.168.10.9,192.168.10.3,176505,2,2,1722.3308,22.662247,0
52.14.227.242,192.168.10.9,88,1,1,136363.64,22727.273,0
172.16.0.1,192.168.10.50,111,1,1,72072.07,18018.018,1
172.16.0.1,192.168.10.50,41,1,1,195121.95,48780.49,1
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
192.168.10.14,122.220.195.248,248458,2,0,48.2979,8.04965,0
192.168.10.8,69.172.216.111,168985,3,4,7805.427,41.423794,0
192.168.10.5,72.21.91.29,5893039,3,1,2.036301,0.6787669,0
172.16.0.1,192.168.10.50,44,1,1,181818.19,45454.547,1
192.168.10.17,192.168.10.3,51187,2,2,6134.37,78.144844,0
172.16.0.1,192.168.10.50,6,1,1,1e+06,333333.34,1
172.16.0.1,192.168.10.50,16,1,1,375000.0,125000.0,1
72.21.91.29,192.168.10.5,50,1,1,240000.0,40000.0,0
192.168.10.12,192.168.10.3,93417,2,2,4838.5195,42.81876,0
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
192.168.10.5,192.168.10.3,200,2,2,2.4e+06,20000.0,0
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
66.155.99.59,192.168.10.16,22,1,1,0.0,90909.09,0
172.16.0.1,192.168.10.50,57,1,1,105263.16,35087.72,1
217.118.87.98,192.168.10.15,54,1,1,222222.22,37037.035,0
172.16.0.1,192.168.10.50,61,1,1,131147.55,32786.887,1
192.168.10.19,31.13.71.7,30182,4,1,6063.2163,165.66165,0
172.16.0.1,192.168.10.50,26,1,1,230769.23,76923.08,1
192.168.10.15,192.168.10.3,183,2,2,1.0491804e+06,21857.924,0
192.168.10.16,220.181.7.190,5838783,20,17,1541.9309,6.336937,0
172.16.0.1,192.168.10.50,20,1,1,400000.0,100000.0,1
172.16.0.1,192.168.10.50,41,1,1,195121.95,48780.49,1
192.168.10.50,192.168.10.3,24,1,4,500000.0,208333.33,0
172.16.0.1,192.168.10.50,75,1,1,106666.664,26666.666,1
172.16.0.1,192.168.10.50,94,1,1,63829.79,21276.596,1
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
172.16.0.1,192.168.10.50,44,1,1,181818.19,45454.547,1
172.16.0.1,192.168.10.50,5,1,1,1.2e+06,400000.0,1
192.168.10.15,192.168.10.3,178,2,2,943820.25,22471.91,0
192.168.10.17,192.168.10.3,60503,2,2,5520.387,66.11243,0
172.16.0.1,192.168.10.50,51,1,1,156862.75,39215.688,1
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
172.16.0.1,192.168.10.50,53,1,1,150943.39,37735.848,1
192.168.10.3,192.168.10.1,23446,1,1,6269.726,85.3024,0
192.168.10.3,192.168.10.1,30503,1,1,4393.0107,65.56732,0
192.168.10.5,192.168.10.3,51751,4,2,7188.267,115.93979,0
172.16.0.1,192.168.10.50,5,1,1,1.6e+06,400000.0,1
192.168.10.12,192.168.10.3,31473,2,2,8451.688,127.09306,0
172.16.0.1,192.168.10.50,72,1,1,83333.336,27777.777,1
192.168.10.8,192.168.10.3,76146,2,2,2889.1865,52.530666,0
172.16.0.1,192.168.10.50,24,1,1,250000.0,83333.336,1
192.168.10.14,89.235.64.67,39583758,68,82,2925.8213,3.789433,0
172.16.0.1,192.168.10.50,88,1,1,68181.82,22727.273,1
63.144.176.33,192.168.10.16,33,1,1,0.0,60606.062,0
192.168.10.8,162.208.22.39,88,2,0,136363.64,22727.273,0
192.168.10.14,192.168.10.3,214,2,2,2.4018692e+06,18691.588,0
172.16.0.1,192.168.10.50,60,1,1,133333.33,33333.332,1
172.16.0.1,192.168.10.50,83,1,1,96385.54,24096.385,1
192.168.10.3,192.168.10.1,134112,1,1,1461.4651,14.912909,0
172.16.0.1,192.168.10.50,53,1,1,113207.55,37735.848,1
192.168.10.19,184.72.61.238,61473354,17,16,205.66635,0.53681797,0
172.16.0.1,192.168.10.50,66,1,1,121212.125,30303.031,1
192.168.10.12,87.250.247.182,60513126,22,19,359.93845,0.67753893,0
172.16.0.1,192.168.10.50,54,1,1,111111.11,37037.035,1
172.16.0.1,192.168.10.50,72,1,1,83333.336,27777.777,1
172.16.0.1,192.168.10.50,17,1,1,352941.2,117647.06,1
192.168.10.19,157.240.18.19,62510276,57,62,1507.5922,1.903687,0
172.16.0.1,192.168.10.50,11,1,1,545454.56,181818.19,1
192.168.10.3,192.168.10.1,48853,1,1,2968.088,40.939144,0
192.168.10.8,172.217.11.35,4974508,5,1,36.38551,1.2061495,0
172.16.0.1,192.168.10.50,93,1,1,86021.51,21505.377,1
172.16.0.1,192.168.10.50,62,1,1,129032.26,32258.064,1
172.16.0.1,192.168.10.50,49,1,1,163265.31,40816.33,1
172.16.0.1,192.168.10.50,42,1,1,190476.19,47619.047,1
172.16.0.1,192.168.10.50,39,1,1,153846.16,51282.05,1
192.168.10.17,192.168.10.3,160,2,2,1.725e+06,25000.0,0
172.16.0.1,192.168.10.50,66,1,1,90909.09,30303.031,1
172.16.0.1,192.168.10.50,49,1,1,122448.98,40816.33,1
192.168.10.19,192.168.10.3,71599,2,2,4441.403,55.866703,0
172.16.0.1,192.168.10.50,42,1,1,142857.14,47619.047,1
192.168.10.15,192.82.242.21,163652,2,0,73.326324,12.221054,0
172.16.0.1,192.168.10.50,47,1,1,127659.58,42553.19,1
192.168.10.16,192.168.10.3,62616,2,2,5174.3965,63.881435,0
172.16.0.1,192.168.10.50,48,1,1,166666.67,41666.668,1
172.16.0.1,192.168.10.50,95,1,1,84210.52,21052.63,1
172.16.0.1,192.168.10.50,18,1,1,333333.34,111111.11,1
172.217.7.3,192.168.10.25,78,1,1,0.0,25641.025,0
172.16.0.1,192.168.10.50,49,1,1,163265.31,40816.33,1
192.168.10.16,72.167.239.239,59983,4,4,44912.727,133.37112,0
192.168.10.19,192.168.10.3,178,2,2,1.7303371e+06,22471.91,0
172.16.0.1,192.168.10.50,17,1,1,352941.2,117647.06,1
192.168.10.3,192.168.10.1,90986,1,1,2011.2985,21.981403,0
172.16.0.1,192.168.10.50,42,1,1,142857.14,47619.047,1
172.217.10.134,192.168.10.19,49,1,1,0.0,40816.33,0
192.168.10.12,23.61.187.27,3482100,5,3,634.1001,2.2974641,0
172.16.0.1,192.168.10.50,77,1,1,77922.08,25974.025,1
172.16.0.1,192.168.10.50,58,1,1,103448.27,34482.758,1
192.168.10.5,192.168.10.3,186,2,2,1.7419355e+06,21505.377,0
172.16.0.1,192.168.10.50,52,1,1,115384.62,38461.54,1
172.16.0.1,192.168.10.50,30,1,1,200000.0,66666.664,1
172.16.0.1,192.168.10.50,79,1,1,101265.82,25316.455,1
192.168.10.16,192.168.10.3,187,2,2,898395.75,21390.375,0
172.16.0.1,192.168.10.50,40,1,1,200000.0,50000.0,1
192.168.10.50,192.168.10.3,241,2,2,381742.75,16597.51,0
192.168.10.5,192.168.10.3,60663,4,2,3593.6238,98.907074,0
172.16.0.1,192.168.10.50,88,1,1,90909.09,22727.273,1
192.168.10.8,192.168.10.3,197,2,2,1.8274111e+06,20304.568,0
172.16.0.1,192.168.10.50,21,1,1,380952.38,95238.09,1
192.168.10.12,104.25.17.36,15217,1,1,788.59174,131.43195,0
192.168.10.15,104.31.17.3,7937472,20,22,2962.152,5.291357,0
192.168.10.15,205.174.165.73,1029526,3,3,17.483774,5.8279247,0
172.16.0.1,192.168.10.50,359,2,1,27855.152,8356.546,1
172.16.0.1,192.168.10.50,45,1,1,177777.78,44444.445,1
172.16.0.1,192.168.10.50,49,1,1,122448.98,40816.33,1
192.168.10.8,159.127.42.44,234404,5,6,15149.059,46.92753,0
192.168.10.17,192.168.10.3,166,2,2,1.4939759e+06,24096.385,0
192.168.10.8,192.168.10.3,181,2,2,2.1657458e+06,22099.447,0
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
172.16.0.1,192.168.10.50,11,1,1,545454.56,181818.19,1
192.168.10.14,192.168.10.3,31121,4,2,8418.753,192.79587,0
172.16.0.1,192.168.10.50,54,1,1,111111.11,37037.035,1
192.168.10.16,87.106.20.27,16300,2,0,0.0,122.69939,0
192.168.10.5,172.217.12.136,3868602,5,1,46.786926,1.5509479,0
192.168.10.9,23.60.139.27,5668354,3,1,2.1170168,0.7056722,0
192.168.10.12,192.168.10.3,223,2,2,1.1838565e+06,17937.22,0
172.16.0.1,192.168.10.50,60,1,1,133333.33,33333.332,1
172.16.0.1,192.168.10.50,2,1,1,4e+06,1e+06,1
172.16.0.1,192.168.10.50,108,1,1,74074.07,18518.518,1
192.168.10.16,172.217.11.46,4225242,5,1,39.997707,1.420037,0
192.168.10.8,192.168.10.3,194,2,2,2.329897e+06,20618.557,0
172.16.0.1,192.168.10.50,42,1,1,190476.19,47619.047,1
192.168.10.14,192.168.10.3,153,2,2,1.4901961e+06,26143.791,0
172.16.0.1,192.168.10.50,12,1,1,666666.7,166666.67,1
172.16.0.1,192.168.10.50,42,1,1,142857.14,47619.047,1
172.16.0.1,192.168.10.50,3,1,1,2.6666668e+06,666666.7,1
172.16.0.1,192.168.10.50,41,1,1,195121.95,48780.49,1
192.168.10.25,104.97.75.177,42143321,16,12,296.13232,0.66439945,0
172.16.0.1,192.168.10.50,48,1,1,166666.67,41666.668,1
192.168.10.17,122.225.34.188,149556,1,1,80.2375,13.372917,0
172.16.0.1,192.168.10.50,48,1,1,125000.0,41666.668,1
192.168.10.14,213.186.33.151,4763091,5,1,38.000534,1.2596862,0
192.168.10.8,192.168.10.3,172,2,2,1.4418605e+06,23255.814,0
172.16.0.1,192.168.10.50,63,1,1,126984.125,31746.031,1
172.16.0.1,192.168.10.50,63,1,1,126984.125,31746.031,1
172.16.0.1,192.168.10.50,75,1,1,106666.664,26666.666,1
192.168.10.12,64.210.142.4,275682,3,3,6572.7905,21.764206,0
192.168.10.9,192.168.10.3,156,2,2,1.1025641e+06,25641.025,0
172.16.0.1,192.168.10.50,60,1,1,133333.33,33333.332,1
172.16.0.1,192.168.10.50,25,1,1,320000.0,80000.0,1
80.86.107.143,192.168.10.12,84,1,1,0.0,23809.523,0
172.16.0.1,192.168.10.50,25,1,1,240000.0,80000.0,1
192.168.10.3,192.168.10.1,179324,1,1,602.26184,11.152997,0
172.16.0.1,192.168.10.50,71,1,1,84507.04,28169.014,1
184.87.85.141,192.168.10.15,39,1,1,307692.3,51282.05,0
172.16.0.1,192.168.10.50,25,1,1,320000.0,80000.0,1
172.16.0.1,192.168.10.50,44,1,1,181818.19,45454.547,1
172.16.0.1,192.168.10.50,49,1,1,122448.98,40816.33,1
172.16.0.1,192.168.10.50,65,1,1,92307.695,30769.23,1
172.16.0.1,192.168.10.50,40,1,1,150000.0,50000.0,1
172.16.0.1,192.168.10.50,74,1,1,108108.11,27027.027,1
172.16.0.1,192.168.10.50,46,1,1,173913.05,43478.26,1
172.16.0.1,192.168.10.50,54,1,1,111111.11,37037.035,1
172.16.0.1,192.168.10.50,52,1,1,153846.16,38461.54,1
192.168.10.16,192.168.10.3,156680,2,2,1940.2604,25.529741,0
192.168.10.9,122.225.28.157,125,2,0,96000.0,16000.0,0
122.225.115.209,192.168.10.17,257,3,1,1.1439689e+06,15564.202,0
192.168.10.9,87.250.250.119,157,2,0,76433.12,12738.854,0
172.16.0.1,192.168.10.50,76,1,1,105263.16,26315.79,1
172.16.0.1,192.168.10.50,11,1,1,727272.75,181818.19,1
192.168.10.8,192.168.10.3,23970,2,2,15352.524,166.87526,0
172.16.0.1,192.168.10.50,46,1,1,173913.05,43478.26,1
172.16.0.1,192.168.10.50,100,1,1,80000.0,20000.0,1
192.168.10.3,192.168.10.1,30641,1,1,4993.3096,65.27202,0
192.168.10.15,192.168.10.3,235,2,2,1.9404255e+06,17021.277,0
192.168.10.17,192.168.10.3,1304,9,6,4.8312885e+06,11503.067,0
172.16.0.1,192.168.10.50,65,1,1,123076.92,30769.23,1
192.168.10.19,192.168.10.3,24369,2,2,13788.01,164.14297,0
172.16.0.1,192.168.10.50,45,1,1,177777.78,44444.445,1
172.16.0.1,192.168.10.50,50,1,1,120000.0,40000.0,1
172.16.0.1,192.168.10.50,75,1,1,80000.0,26666.666,1
172.16.0.1,192.168.10.50,46,1,1,130434.78,43478.26,1
172.16.0.1,192.168.10.50,1,1,1,6e+06,2e+06,1
192.168.10.16,52.84.143.97,116069723,18,15,24.554207,0.28431186,0
192.168.10.3,192.168.10.1,27327,1,1,8855.711,73.18769,0
172.16.0.1,192.168.10.50,80,1,1,100000.0,25000.0,1
172.16.0.1,192.168.10.50,88,1,1,90909.09,22727.273,1
192.168.10.3,192.168.10.1,48466,1,1,5116.9893,41.26604,0
192.168.10.9,192.168.10.3,379,2,2,854881.25,10554.09,0
172.16.0.1,192.168.10.50,48,1,1,166666.67,41666.668,1
172.16.0.1,192.168.10.50,76,1,1,105263.16,26315.79,1
172.16.0.1,192.168.10.50,53,1,1,113207.55,37735.848,1
172.16.0.1,192.168.10.50,48,1,1,125000.0,41666.668,1
192.168.10.14,192.168.10.3,222,2,2,1.8018018e+06,18018.018,0
172.16.0.1,192.168.10.50,46,1,1,130434.78,43478.26,1
192.168.10.17,192.168.10.3,109190,2,2,1831.6696,36.633392,0
172.16.0.1,192.168.10.50,83,1,1,72289.16,24096.385,1
192.168.10.17,192.168.10.3,61170,2,2,3792.7087,65.39153,0
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
172.16.0.1,192.168.10.50,26,1,1,230769.23,76923.08,1
172.16.0.1,192.168.10.50,44,1,1,181818.19,45454.547,1
192.168.10.9,199.59.150.11,117287731,16,18,51.23298,0.2898854,0
192.168.10.14,192.168.10.3,47841,4,2,7106.875,125.415436,0
172.16.0.1,192.168.10.50,48,1,1,125000.0,41666.668,1
172.217.12.166,192.168.10.16,56,1,1,0.0,35714.285,0
192.168.10.3,192.168.10.1,5763874,2,2,64.36643,0.6939777,0
172.16.0.1,192.168.10.50,59,1,1,135593.22,33898.305,1
192.168.10.3,192.168.10.1,466,1,1,324034.34,4291.8457,0
192.168.10.12,35.164.147.83,6000445,9,5,571.29095,2.3331604,0
172.16.0.1,192.168.10.50,28,1,1,214285.72,71428.57,1
52.219.74.12,192.168.10.16,36,1,1,333333.34,55555.555,0
192.168.10.19,192.168.10.3,1303009,2,2,207.21269,3.0698175,0
192.168.10.19,192.168.10.3,214,2,2,1.4299065e+06,18691.588,0
192.168.10.16,199.244.51.60,15350149,5,4,57.784454,0.58631355,0
172.16.0.1,192.168.10.50,39,1,1,153846.16,51282.05,1
172.16.0.1,192.168.10.50,67,1,1,89552.24,29850.746,1
172.16.0.1,192.168.10.50,23,1,1,347826.1,86956.52,1
192.168.10.9,173.194.66.156,168595,10,7,27800.35,100.83336,0
192.168.10.3,192.168.10.1,48252,1,1,1948.1058,41.44906,0
172.16.0.1,192.168.10.50,35,1,1,171428.58,57142.855,1
192.168.10.25,104.31.91.87,460,3,0,39130.434,6521.7393,0
192.168.10.15,192.168.10.3,35377,4,4,15151.087,226.13562,0
192.168.10.17,93.184.216.180,115832363,23,21,90.803635,0.3798593,0
192.168.10.17,192.168.10.3,31898,2,2,11536.773,125.39971,0
192.168.10.8,52.84.145.16,115692616,37,56,625.0356,0.8038542,0
172.16.0.1,192.168.10.50,14,1,1,428571.44,142857.14,1
172.16.0.1,192.168.10.50,48,1,1,125000.0,41666.668,1
104.97.125.195,192.168.10.16,256,3,0,121093.75,11718.75,0
172.16.0.1,192.168.10.50,25,1,1,320000.0,80000.0,1
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
192.168.10.3,192.168.10.1,119866,1,1,1518.3622,16.685299,0
192.168.10.14,52.73.182.32,5354093,8,5,709.36383,2.428049,0
192.168.10.15,192.168.10.3,23746,2,2,19203.234,168.44942,0
172.16.0.1,192.168.10.50,20,1,1,400000.0,100000.0,1
172.16.0.1,192.168.10.50,8,1,1,1e+06,250000.0,1
192.168.10.5,23.11.225.27,5589111,9,7,883.3247,2.8627093,0
172.16.0.1,192.168.10.50,35,1,1,171428.58,57142.855,1
172.16.0.1,192.168.10.50,14,1,1,571428.56,142857.14,1
31.13.71.7,192.168.10.14,218,3,1,408256.88,18348.623,0
172.16.0.1,192.168.10.50,44,1,1,136363.64,45454.547,1
172.16.0.1,192.168.10.50,49,1,1,163265.31,40816.33,1
192.168.10.15,205.180.85.204,5853742,8,5,611.233,2.2208016,0
192.168.10.5,151.101.194.2,62346717,103,162,3497.6982,4.2504244,0
192.168.10.15,192.168.10.3,169,2,2,946745.56,23668.639,0
172.16.0.1,192.168.10.50,48,1,1,125000.0,41666.668,1
172.16.0.1,192.168.10.50,52,1,1,153846.16,38461.54,1
23.15.4.18,192.168.10.19,65,1,1,0.0,30769.23,0
172.16.0.1,192.168.10.50,12,1,1,500000.0,166666.67,1
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
104.155.59.61,192.168.10.16,60,1,1,0.0,33333.332,0
172.16.0.1,192.168.10.50,49,1,1,122448.98,40816.33,1
172.16.0.1,192.168.10.50,45,1,1,177777.78,44444.445,1
192.168.10.3,192.168.10.1,80619713,2,2,4.316562,0.04961566,0
172.16.0.1,192.168.10.50,45,1,1,133333.33,44444.445,1
172.16.0.1,192.168.10.50,16,1,1,500000.0,125000.0,1
192.168.10.15,172.217.10.46,116152699,18,15,21.144579,0.28410876,0
172.217.6.194,192.168.10.19,107,1,1,0.0,18691.588,0
172.16.0.1,192.168.10.50,39,1,1,153846.16,51282.05,1
192.168.10.51,162.213.33.50,1339832,9,11,3472.8235,14.927244,0
172.16.0.1,192.168.10.50,698,2,1,14326.647,4297.994,1
107.6.114.208,192.168.10.15,31,1,1,387096.78,64516.13,0
172.16.0.1,192.168.10.50,44,1,1,181818.19,45454.547,1
172.16.0.1,192.168.10.50,35,1,1,171428.58,57142.855,1
192.168.10.15,192.168.10.3,197,2,2,1.9086295e+06,20304.568,0
192.168.10.3,192.168.10.255,1579472,39,0,1234.5898,24.691795,0
172.16.0.1,192.168.10.50,34,1,1,235294.12,58823.53,1
192.168.10.15,192.168.10.3,74484,4,2,8887.814,80.554214,0
172.16.0.1,192.168.10.50,51,1,1,156862.75,39215.688,1
182.22.83.252,192.168.10.19,415,2,0,0.0,4819.2773,0
172.16.0.1,192.168.10.50,73,1,1,82191.78,27397.26,1
23.52.155.27,192.168.10.8,114,1,1,105263.16,17543.86,0
192.168.10.15,162.208.22.39,127,2,0,94488.19,15748.031,0
172.16.0.1,192.168.10.50,67,1,1,89552.24,29850.746,1
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
192.168.10.15,198.134.116.50,30966168,9,8,87.708626,0.54898626,0
192.168.10.16,23.52.155.27,115953160,16,14,19.024923,0.25872517,0
192.168.10.5,104.94.196.92,110046686,13,14,21.309137,0.24535042,0
192.168.10.3,192.168.10.1,499,1,1,362725.44,4008.016,0
172.16.0.1,192.168.10.50,75,1,1,80000.0,26666.666,1
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
192.168.10.14,192.168.10.3,182,2,2,1.5824176e+06,21978.021,0
192.168.10.12,192.168.10.3,87319,2,2,2611.1155,45.809044,0
172.16.0.1,192.168.10.50,47,1,1,127659.58,42553.19,1
192.168.10.17,192.168.10.3,307,2,2,1.485342e+06,13029.316,0
172.16.0.1,192.168.10.50,42,1,1,190476.19,47619.047,1
192.168.10.5,192.168.10.3,30729,2,2,10869.212,130.1702,0
192.168.10.19,192.168.10.3,260101,2,2,630.5243,15.378641,0
192.168.10.15,23.50.75.27,109815835,5,3,18.458176,0.07284924,0
172.16.0.1,192.168.10.50,54,1,1,148148.14,37037.035,1
35.185.91.87,192.168.10.5,73,1,1,164383.56,27397.26,0
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
192.168.10.3,192.168.10.1,23813,1,1,4955.2764,83.98774,0
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
192.168.10.17,192.168.10.3,34326,2,2,6409.1357,116.52975,0
192.168.10.8,152.163.64.1,115527634,20,19,48.187607,0.33758157,0
172.16.0.1,192.168.10.50,49,1,1,122448.98,40816.33,1
192.168.10.9,58.215.141.215,20865828,8,10,278.8291,0.8626545,0
192.168.10.8,192.168.10.3,207,2,2,1.4202899e+06,19323.672,0
192.168.10.16,69.172.216.111,53177,2,0,0.0,37.610245,0
192.168.10.14,192.229.211.40,5213530,3,1,2.3017035,0.7672345,0
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
172.16.0.1,192.168.10.50,48,1,1,125000.0,41666.668,1
192.168.10.8,192.168.10.3,167,2,2,958083.8,23952.096,0
172.16.0.1,192.168.10.50,62,1,1,129032.26,32258.064,1
192.168.10.17,69.172.201.247,20910015,14,12,486.60892,1.2434233,0
50.31.164.173,192.168.10.15,4,2,0,3e+06,500000.0,0
192.168.10.14,76.74.234.210,115524258,23,22,113.906815,0.38952857,0
172.16.0.1,192.168.10.50,44,1,1,181818.19,45454.547,1
192.168.10.19,192.168.10.3,23750,2,2,7242.1055,168.42105,0
172.16.0.1,192.168.10.50,42,1,1,190476.19,47619.047,1
192.168.10.17,172.217.12.142,115385307,28,29,187.48488,0.49399704,0
172.16.0.1,192.168.10.50,15,1,1,533333.3,133333.33,1
172.16.0.1,192.168.10.50,61,1,1,98360.66,32786.887,1
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
192.168.10.3,192.168.10.1,46725,1,1,5885.5005,42.80364,0
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
172.16.0.1,192.168.10.50,53,1,1,113207.55,37735.848,1
192.168.10.3,192.168.10.1,235952,1,1,1025.6323,8.4763,0
172.16.0.1,192.168.10.50,42,1,1,142857.14,47619.047,1
172.16.0.1,192.168.10.50,42,1,1,190476.19,47619.047,1
192.168.10.19,69.172.216.111,1001573,3,4,1142.2034,6.9890065,0
172.16.0.1,192.168.10.50,40,1,1,200000.0,50000.0,1
192.168.10.3,192.168.10.1,46753,1,1,4726.969,42.778004,0
172.16.0.1,192.168.10.50,49,1,1,122448.98,40816.33,1
172.16.0.1,192.168.10.50,42,1,1,190476.19,47619.047,1
172.16.0.1,192.168.10.50,29,1,1,275862.06,68965.516,1
192.168.10.14,192.168.10.3,32017,4,4,25986.195,249.86726,0
172.16.0.1,192.168.10.50,13,1,1,615384.6,153846.16,1
192.168.10.5,178.255.83.1,3151734,3,3,3.807428,1.903714,0
172.16.0.1,192.168.10.50,37,1,1,162162.16,54054.055,1
172.16.0.1,192.168.10.50,68,1,1,88235.3,29411.766,1
172.16.0.1,192.168.10.50,130,1,1,61538.46,15384.615,1
172.16.0.1,192.168.10.50,72,1,1,111111.11,27777.777,1
172.16.0.1,192.168.10.50,20,1,1,300000.0,100000.0,1
172.16.0.1,192.168.10.50,49,1,1,163265.31,40816.33,1
192.168.10.8,192.168.10.3,77991,2,2,2666.9744,51.287968,0
172.16.0.1,192.168.10.50,84,1,1,95238.09,23809.523,1
172.16.0.1,192.168.10.50,50,1,1,120000.0,40000.0,1
172.16.0.1,192.168.10.50,74,1,1,108108.11,27027.027,1
192.168.10.3,192.168.10.1,450,1,1,315555.56,4444.4443,0
192.168.10.14,199.16.156.9,4266366,5,1,42.424866,1.4063491,0
172.16.0.1,192.168.10.50,56,1,1,107142.86,35714.285,1
172.16.0.1,192.168.10.50,50,1,1,120000.0,40000.0,1
172.16.0.1,192.168.10.50,47,1,1,127659.58,42553.19,1
172.217.5.228,192.168.10.8,3,2,0,4e+06,666666.7,0
192.168.10.3,192.168.10.1,129692,1,1,1704.0372,15.421152,0
192.168.10.17,192.168.10.3,174,2,2,988505.75,22988.506,0
172.16.0.1,192.168.10.50,89,1,1,67415.73,22471.91,1
192.168.10.15,192.168.10.50,10,1,1,1.2e+06,200000.0,0
172.16.0.1,192.168.10.50,53,1,1,113207.55,37735.848,1
192.168.10.8,184.73.199.125,434778,3,2,2056.2217,11.500122,0
192.168.10.19,69.172.216.55,104318,28,30,528902.0,555.99225,0
162.248.16.24,192.168.10.15,3,2,0,1.43e+07,666666.7,0
172.16.0.1,192.168.10.50,31,1,1,258064.52,64516.13,1
172.16.0.1,192.168.10.50,54,1,1,111111.11,37037.035,1
172.16.0.1,192.168.10.50,60,1,1,133333.33,33333.332,1
192.168.10.5,192.168.10.3,65594,4,2,4177.2114,91.47178,0
172.16.0.1,192.168.10.50,61,1,1,98360.66,32786.887,1
